Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga,clean_review
Pelayanannya ramah dan tempatnya cukup cozy untuk nongkrong dan makan bersama,0,0,1,1,0,1,0,0,pelayanannya ramah dan tempatnya cukup cozy untuk nongkrong dan makan bersama
tempatnya aman walau sangat ramai dan bising. rasa makanannya lezat.,1,1,0,0,0,1,0,0,tempatnya aman walau sangat ramai dan bising rasa makanannya lezat
"Restauran ini lumayan nyaman untuk di jadikan tempatnya kumpul bersama keluarga, dikota bandung yg dingin dan bersahabat. Harga juga sesuai kantong, dekat kemana mana dan cocok bagi kita semua",0,0,0,0,0,1,0,1,restauran ini lumayan nyaman untuk di jadikan tempatnya kumpul bersama keluarga dikota bandung yang dingin dan bersahabat harga juga sesuai kantong dekat kemana mana dan cocok bagi kita semua
"makanannya lengkap dan enak banget, pelayanan juga ramah dan cepat. pokoknya solusi untuk semua orang saat kelaparan deh. Lokasi tempat selalu ramai. Ada tempatnya drive true juga kalo ga mau turun dari kendaraan its ok",1,1,1,1,0,1,0,0,makanannya lengkap dan enak banget pelayanan juga ramah dan cepat pokoknya solusi untuk semua orang saat kelaparan deh lokasi tempat selalu ramai ada tempatnya drive true juga kalau tidak mau turun dari kendaraan its oke
"Makan ditempatnya dan take away sama2 enak, suasana tempat lumayan bagus, cocok untuk tempat makan bareng keluarga, pacar atau gebetan",1,1,0,0,0,1,0,0,makan ditempatnya dan take away sama enak suasana tempat lumayan bagus cocok untuk tempat makan bareng keluarga pacar atau gebetan
"Porsinya lumayan dan cukup enak, harga sesuai, tapi pelayanannya kurang ramah dan lama banget",0,1,-1,1,0,0,0,1,porsinya lumayan dan cukup enak harga sesuai tapi pelayanannya kurang ramah dan lama banget
"Pelayanan yang sangat ramah, sangat cepat dan tempatnya lumayan cocok untuk makan bersama teman, keluarga maupun pasangan",0,0,1,1,0,1,0,0,pelayanan yang sangat ramah sangat cepat dan tempatnya lumayan cocok untuk makan bersama teman keluarga maupun pasangan
Menu baru terlalu manis rasanya. Harganya juga benar-benar menguras kantong tanpa memberikan kepuasan.,-1,1,0,0,0,0,-1,1,menu baru terlalu manis rasanya harganya juga benar menguras kantong tanpa memberikan kepuasan
Pelayanan Bagus. Kakak pelayanannya ramah. Tempat lumayan baik dan nyaman untuk makan bersama,0,0,1,1,0,1,0,0,pelayanan bagus kakak pelayanannya ramah tempat lumayan baik dan nyaman untuk makan bersama
"Tempatnya luas dan pemesanan makanannya sudah modern, sayangnya ac nya tidak dinyalakan jadi terasa panas di ruangannya, sudah bilang ke pelayan dan lambat banget responnya",0,0,-1,1,0,1,0,0,tempatnya luas dan pemesanan makanannya sudah modern sayangnya ac tidak dinyalakan jadi terasa panas di ruangannya sudah bilang ke pelayan dan lambat banget responsnya
"Tempat nongkrong andalan yang cukup nyaman, tapi untuk rasa makanannya terlalu keasinan",-1,1,0,0,0,1,0,0,tempat nongkrong andalan yang cukup nyaman tapi untuk rasa makanannya terlalu keasinan
Pelayanan lama dan gak ramah. Tempatnya juga lumayan ramai dan bikin agak sumpek,0,0,-1,1,0,1,0,0,pelayanan lama dan tidak ramah tempatnya juga lumayan ramai dan bikin agak sumpek
Pelayanan lambat dan makanannya biasa aja tidak ada yang spesial tapi harga cukup terjangkau,0,1,-1,1,0,0,1,1,pelayanan lambat dan makanannya biasa saja tidak ada yang spesial tapi harga cukup terjangkau
"Pelayanan pemesanan digital memudahkan konsumen untuk bertransaksi, harganya juga murah suka ada diskon. Pokoknya rekomended sekali",0,0,1,1,0,0,1,1,pelayanan pemesanan digital memudahkan konsumen untuk bertransaksi harganya juga murah suka ada diskon pokoknya rekomendasi sekali
"untuk memesan harus mengantri dulu, lumayan lama juga menunggunya",0,0,0,1,0,0,0,0,untuk memesan harus mengantri dahulu lumayan lama juga menunggunya
"pengalaman buruk dapat makanan yang rasa dagingnya agak aneh dan bau. pelayanan lama, pelayan tidak memakai masker dalam bekerja. Sangat mengecewakan",-1,1,-1,1,0,0,0,0,pengalaman buruk dapat makanan yang rasa dagingnya agak aneh dan bau pelayanan lama pelayan tidak memakai masker dalam bekerja sangat mengecewakan
"Saya lumayan puas dengan rasa makanannya, tempatnya cukup cocok untuk nongkrong",0,1,0,0,0,1,0,0,saya lumayan puas dengan rasa makanannya tempatnya cukup cocok untuk nongkrong
"Makanannya datangnya lama, pas dateng ternyata rasanya biasa aja. Pelayanannya juga gak oke.",0,1,-1,1,0,0,0,0,makanannya datangnya lama pas datang ternyata rasanya biasa saja pelayanannya juga tidak oke
"Tempat lumayan bersih walaupun agak sumpek, pelayanan cukup ramah tapi gak terlalu sigap",0,0,0,1,0,1,0,0,tempat lumayan bersih walaupun agak sumpek pelayanan cukup ramah tapi tidak terlalu sigap
"Tempat lumayan oke, standar lah. Pelayanan lumayan cepat walaupun kurang ramah",0,0,0,1,0,1,0,0,tempat lumayan oke standar lah pelayanan lumayan cepat walaupun kurang ramah
"Tempatnya lumayan buat nongkrong, biasanya rame apalagi weekend. Spacenya memang ga terlalu luas.",0,0,0,0,0,1,0,0,tempatnya lumayan buat nongkrong biasanya ramai apalagi weekend spacenya memang tidak terlalu luas
"Pesanan diantar agak lama, tapi lumayan ramah sih pegawainya. Tempat lumayan luas walau agak ramai",0,0,0,1,0,1,0,0,pesanan diantar agak lama tapi lumayan ramah sih pegawainya tempat lumayan luas walau agak ramai
"Tempat lumayan nyaman, buat rasa makanan stabil sih dari tahun ke tahun ga berubah.",0,1,0,0,0,1,0,0,tempat lumayan nyaman buat rasa makanan stabil sih dari tahun ke tahun tidak berubah
"Tempatnya lumayan tapi gak terlalu bagus, rasa makanannya buruk dan harganya terlalu mahal.",-1,1,0,0,0,1,-1,1,tempatnya lumayan tapi tidak terlalu bagus rasa makanannya buruk dan harganya terlalu mahal
Saya merasa dicurangi dengan harga yang sangat mahal untuk makanan yang tidak enak.,-1,1,0,0,0,0,-1,1,saya merasa dicurangi dengan harga yang sangat mahal untuk makanan yang tidak enak
Lokasi tempat lumayan strategis. Makanan segar dan hangat. Lumayan bagus untuk dijadikan tempat meeting,1,1,0,0,0,1,0,0,lokasi tempat lumayan strategis makanan segar dan hangat lumayan bagus untuk dijadikan tempat meeting
Pelayannya buruk dan pegawainya sangat tidak sopan. Sangat kecewa sekali makan disini. Makanannya juga ga enak dengan harga yang mahal,-1,1,-1,1,0,0,-1,1,pelayanannya buruk dan pegawainya sangat tidak sopan sangat kecewa sekali makan disini makanannya juga tidak enak dengan harga yang mahal
"Tempatnya lumayan lah untuk berkumpul dengan rekan kerja seusai rutinitas kerja sehari-hari, cuma sayangnya karena atapnya dari kaca, jika sore hari sorot matahari masuk kedalam membuat sedikit hilang kenyamanan",0,0,0,0,0,1,0,0,tempatnya lumayan lah untuk berkumpul dengan rekan kerja seusai rutinitas kerja sehari hari cuma sayangnya karena atapnya dari kaca jika sore hari sorot matahari masuk kedalam membuat sedikit hilang kenyamanan
Lumayan nyaman untuk bersantai menikmati weekend dengan keluarga,0,0,0,0,0,1,0,0,lumayan nyaman untuk bersantai menikmati weekend dengan keluarga
"AC ga terlalu dingin jadi tempatnya lumayan panas panasan deh, terus susah banget minta tambah sambelnya dikasih dikit dikit jadi bulak balik atas bawah deh. Semoga cepat ditingkatkan.",0,0,-1,1,0,1,0,0,ac tidak terlalu dingin jadi tempatnya lumayan panas panasan deh terus susah banget minta tambah sambelnya dikasih dikit jadi bulak balik atas bawah deh semoga cepat ditingkatkan
Pelayan lumayan ramah tapi gak begitu responsif. Harga makanan di restoran ini cukup terjangkau mulai dari 8rb rupiah hingga 80rb rupiah untuk menu paketnya. sangat recomended untuk di kunjungi.,0,0,1,1,0,0,0,1,pelayan lumayan ramah tapi tidak begitu responsif harga makanan di restoran ini cukup terjangkau mulai dari 8rb rupiah hingga 8rb rupiah untuk menu paketnya sangat rekomendasi untuk di kunjungi
"Tempatnya luas tapi kotor banget, walau harga murah jadi harus mikir dua kali kalo mau ke sini",0,0,0,0,0,1,1,1,tempatnya luas tapi kotor banget walau harga murah jadi harus memikirkan dua kali kalau mau ke sini
"Pelayanannya sih jelek, tapi tempatnya nyaman banget dan harganya bersahabat.",0,0,-1,1,1,1,1,1,pelayanannya sih jelek tapi tempatnya nyaman banget dan harganya bersahabat
Tempat lumayan lah ya untuk makan bersama keluarga menu pemandangan juga cukup bagus pokoknya,0,0,0,0,0,1,0,0,tempat lumayan lah ya untuk makan bersama keluarga menu pemandangan juga cukup bagus pokoknya
"tempat enggak luas-luas banget, harganya standar lah sesuai dengan porsi",0,0,0,0,0,1,0,1,tempat enggak luas banget harganya standar lah sesuai dengan porsi
harga nya terjangkau dan ramah di kantong. Tempat makannya lumayan luas dan simpel.,0,0,0,0,0,1,1,1,harga terjangkau dan ramah di kantong tempat makannya lumayan luas dan simpel
"Pelayanannya sangat memuaskan, tempatnya juga bagus bersih dan wangi",0,0,1,1,1,1,0,0,pelayanannya sangat memuaskan tempatnya juga bagus bersih dan wangi
"Mantap tempatnya, tapi pelayanannya biasa aja ga terlalu sigap.",0,0,0,1,1,1,0,0,mantap tempatnya tapi pelayanannya biasa saja tidak terlalu sigap
tempatnya butuh perbaikan. mohon segera diperbaiki.,0,0,0,0,0,1,0,0,tempatnya butuh perbaikan mohon segera di perbaiki
"Makanannya hambar, kayak kurang bumbu. Karyawannya juga cuek banget ga ramah sama sekali.",-1,1,-1,1,0,0,0,0,makanannya hambar kayak kurang bumbu karyawannya juga cuek banget tidak ramah sama sekali
"Tempatnya enak, adem dingin. Enak buat santai dan makan bareng teman/keluarga, suasana di lantai 2 nya juga menyegarkan. Asyik. Makanan di sana juga fresh dan enak.",1,1,0,0,1,1,0,0,tempatnya enak adem dingin enak buat santai dan makan bareng teman keluarga suasana di lantai juga menyegarkan asyik makanan di sana juga segar dan enak
"Suasana tempatnya kurang nyaman, makanannya biasa aja si, lumayan overprice deh untuk harganya",-1,1,0,0,-1,1,-1,1,suasana tempatnya kurang nyaman makanannya biasa saja sih lumayan overprice deh untuk harganya
Antrian beli makanan dan minuman di kasir lama banget. Tapi secara keseluruhan tempatnya mudah dijangkau walau gak bagus-bagus banget,0,0,-1,1,0,1,0,0,antrian beli makanan dan minuman di kasir lama banget tapi secara keseluruhan tempatnya mudah dijangkau walau tidak bagus banget
"makanannya sangat gurih dan lezat, pelayanannya lumayan baik tapi tidak terlalu sigap karena sangat ramai",1,1,0,1,0,0,0,0,makanannya sangat gurih dan lezat pelayanannya lumayan baik tapi tidak terlalu sigap karena sangat ramai
"Harga makanan di sini sangat mahal, tapi rasanya sangat mengecewakan.",-1,1,0,0,0,0,-1,1,harga makanan di sini sangat mahal tapi rasanya sangat mengecewakan
"Minumannya enak dan mantap, tempatnya bagus tapi kotor. kasirnya cuek banget.",1,1,-1,1,0,1,0,0,minumannya enak dan mantap tempatnya bagus tapi kotor kasirnya cuek banget
"Makanannya enak, untuk harga ya relatif sesuai kualitas sih. Tempatnya biasa aja gak bagus-bagus banget",1,1,0,0,0,1,0,1,makanannya enak untuk harga ya relatif sesuai kualitas sih tempatnya biasa saja tidak bagus banget
"Tempatnya standar lah ya, senang karena harga terjangkau plus dapat cashback dari gopay 20%",0,0,0,0,0,1,1,1,tempatnya standar lah ya senang karena harga terjangkau ditambah dapat cashback dari gopay
"Tempatnya ga bagus tapi lumayan sih agak bersih, pelayanannya biasa-biasa aja sih",0,0,0,1,0,1,0,0,tempatnya tidak bagus tapi lumayan sih agak bersih pelayanannya biasa saja sih
"Tempatnya kurang bersih, meja masih kotor. Makanan gak enak.",-1,1,0,0,-1,1,0,0,tempatnya kurang bersih meja masih kotor makanan tidak enak
"tempatnya biasa aja ga ada yang spesial. Makanannya enak, cocok di lidah orang indonesia",1,1,0,0,0,1,0,0,tempatnya biasa saja tidak ada yang spesial makanannya enak cocok di lidah orang indonesia
"Pelayanan biasa aja, rasa makanannya lumayan lah ya",0,1,0,1,1,0,0,0,pelayanan biasa saja rasa makanannya lumayan lah ya
"rasa makanan di sini tidak layak, harga yang dipatok terlalu mahal.",-1,1,0,0,0,0,-1,1,rasa makanan di sini tidak layak harga yang dipatok terlalu mahal
"Selain pelayanannya sangat baik dan ramah, menu yang tersedia pun sangat enak untuk dinikmati",1,1,1,1,0,0,0,0,selain pelayanannya sangat baik dan ramah menu yang tersedia pun sangat enak untuk dinikmati
pelayanan biasa aja sih. untuk makanannya lumayan higienis dan enak rasanya.,1,1,0,1,0,0,-1,1,pelayanan biasa saja sih untuk makanannya lumayan higienis dan enak rasanya
"selalu jadi tempatnya ternyaman untuk me time, karena sangat bersih dan nyaman. Bagi saya, harganya juga sangat affordable dan worth it",0,0,0,0,1,1,1,1,selalu jadi tempatnya ternyaman untuk me time karena sangat bersih dan nyaman bagi saya harganya juga sangat affordable dan worth it
"Ruangan terlalu sempit dan sumpek, tidak nyaman untuk makan bersama keluarga, harganya juga mahal",0,0,0,0,-1,1,-1,1,ruangan terlalu sempit dan sumpek tidak nyaman untuk makan bersama keluarga harganya juga mahal
"pelayanannya sangat lambat, tempatnya juga kotor.",0,0,-1,1,-1,1,0,0,pelayanannya sangat lambat tempatnya juga kotor
"Rasanya enak dan harga terjangkau, tetapi pelayanannya buruk dan lambat.",1,1,-1,1,0,0,1,1,rasanya enak dan harga terjangkau tetapi pelayanannya buruk dan lambat
Makanan di sini terlalu mahal untuk rasa yang biasa saja.,0,1,0,0,0,0,-1,1,makanan di sini terlalu mahal untuk rasa yang biasa saja
"Pelayanan sangat lambat, not recommended, bad very bad, sangat lambat sangat lambat. Harganya mahal lagi",0,0,-1,1,0,0,-1,1,pelayanan sangat lambat not rekomendasi bad sangat bad sangat lambat sangat lambat harganya mahal lagi
Tempatnya bagus dan luas sayang kalo take away makanannya dingin2 udh nanya katanya emang begitu dr chiller.....haduh,0,0,-1,1,1,1,0,0,tempatnya bagus dan luas sayang kalau take away makanannya dingin sudah bertanya katanya memang begitu dari chiller haduh
Bosss....tolong dong...palayanan buat ojol diperhatikan lagi...masa iya ..beli 1item prodak..harus nunggu 40menitan yg bener aja . bosss...sy perlu waktu. Rasanya juga makin menurun makin ga enak,-1,1,-1,1,0,0,0,0,boss tolong dong palayanan buat ojol diperhatikan lagi masa iya beli 1item produk harus tunggu 4menitan yang benar saja boss saya perlu waktu rasanya juga makin menurun makin tidak enak
Lift mati .. ambil order d lt 3 .. mana pengap ac ga nyala .. nunggu orderan smpe sejam !!! Ga bangettttg,0,0,-1,1,-1,1,0,0,lift mati ambil pesan di lt 3 mana pengap ac tidak nyala tunggu pesanan sampai sejam tidak bangettg
"Ngmngnya 30 mnt gk tauny lbh dr 1 jam,gk jls bgt nii resto.pelayanannya buruk se x. Harganya juga ga worth it",0,0,-1,1,0,0,-1,1,ngmngnya 3 minta tidak tauny lebih dari 1 jam tidak jls banget nii resto pelayanannya buruk se x harganya juga tidak worth it
"Pelayanan nya kurang baik, pesanan terlalu lama sampai 1 jam. Rasanya juga biasa aja, mengecewakan",0,1,-1,1,0,0,0,0,pelayanan kurang baik pesanan terlalu lama sampai 1 jam rasanya juga biasa saja mengecewakan
"Tidak dimana mana yoshinoya sangat lama dalam penyajiannya,apalagi yang diwolter mangunsidi lama luar biasa,pernah sampai 1 jam. Tempatnya juga kotor tidak dibersihkan",0,0,-1,1,-1,1,0,0,tidak dimana mana yoshinoya sangat lama dalam penyajiannya apalagi yang diwolter mangunsidi lama luar biasa pernah sampai 1 jam tempatnya juga kotor tidak dibersihkan
"Pesenan satu, lama nya kaya apa an tau. Mana pas makanannya sampe ga enak lagi udah dingin",-1,1,-1,1,0,0,0,0,pesanan satu lama kayak apa an tahu mana pas makanannya sampai tidak enak lagi sudah dingin
"Lamaaaaaaaaaa banget cuy, orang laper nunggu sampe 1jam. Tempatnya juga kurang bersih",0,0,-1,1,-1,1,0,0,lama banget cuy orang laper tunggu sampai 1jam tempatnya juga kurang bersih
"pelayanannya sangat lama, harus menunggu 1jam padahal rasa makanannya juga standar biasa aja",0,1,-1,1,0,0,0,0,pelayanannya sangat lama harus menunggu 1jam padahal rasa makanannya juga standar biasa saja
Super panas. Kaya makan di warteg,0,0,0,0,-1,1,0,0,sangat panas kayak makan di warteg
Pelayanannya sangat lambat lebih lambat dari kura kura. Tempatnya juga kurang nyaman buat nongkrong,0,0,-1,1,-1,1,0,0,pelayanannya sangat lambat lebih lambat dari kura tempatnya juga kurang nyaman buat nongkrong
Pesanan nya terlalu lama. Tapi harganya terjangkau si,0,0,-1,1,0,0,1,1,pesanan terlalu lama tapi harganya terjangkau sih
Restoran yoshinoya terlama. Kebuang banyak waktu. Harganya standar,0,0,-1,1,0,0,0,1,restoran yoshinoya terlama kebuang banyak waktu harganya standar
"Semua makanan belum siap, menunggu lama untuk makanannya. Makanannya juga ga enak. Udah nunggu lama ga enak lagi, mengecewakan!",-1,1,-1,1,0,0,0,0,semua makanan belum siap menunggu lama untuk makanannya juga tidak enak sudah tunggu lama tidak enak lagi mengecewakan
"AC tdk di nyalakan. Dengan alasan irit listrik.
Lah... kan kta makan bayar dan ada tax service nya.
Lagi pula banyak yg makan di tempat koq. €¦",0,0,-1,1,-1,1,0,0,ac tidak di nyalakan dengan alasan irit listrik lah akan kta makan bayar dan ada tax pelayanan lagi pula banyak yang makan di tempat kok
"mohon maaf yoshinoya enak, tapi yoshinoya yang disini tempatnya sangatlah panas, dimohon untuk manager tempatnya agar dapat menindaklanjuti perihal sirkulasi udara disana khususnya terkait pendingin udaranya terima kasih, kalo sudah diperbaiki nanti saya kasih bintang 5",1,1,0,0,-1,1,0,0,mohon maaf yoshinoya enak tapi yoshinoya yang disini tempatnya sangatlah panas dimohon untuk manager tempatnya agar dapat menindaklanjuti perihal sirkulasi udara disana khususnya terkait pendingin udaranya terima kasih kalau sudah di perbaiki nanti saya kasih bintang 5
"Makanannya fine, authentic jappanesse food.
Hanya disayangkan untuk penyajian makanannya lama. â€¦",0,1,-1,1,0,0,0,0,makanannya fine authentic jappanesse food hanya disayangkan untuk penyajian makanannya lama â
"pelayanan lama sekali, padaha udah laper banget..
padahal aku pesennya goreng2an , yang harusnya justru cepet keluarnya,ini malah nunggu Lama bangettt..padahal karyawan juga ga cuma 1 / 2 kok..Tolong di percepat lagi penyajiannya. Dan untuk harganya standar si",0,0,-1,1,0,0,0,1,pelayanan lama sekali padaha sudah laper banget padahal aku pesennya gorengan yang harusnya justru cepat keluarnya ini bahkan tunggu lama banget padahal karyawan juga tidak cuma 1 kok tolong di percepat lagi penyajiannya dan untuk harganya standar sih
"Kalau rasa yaa seperti yoshinoya pada umumnya, namun saat kami datang makanan lama disajikan. Walaupun ada area indoor tapi ac nya tidak terasa, cenderung gerah. Meski begitu tetap diperbolehkan berlama lama di sini. Parkiran sangat sangat terbatas meskipun ada petugas parkir.",0,1,-1,1,-1,1,0,0,kalau rasa ya seperti yoshinoya pada umumnya namun saat kami datang makanan lama disajikan walaupun ada area indoor tapi ac tidak terasa cenderung gerah meski begitu tetap diperbolehkan berlama lama di sini parkiran sangat terbatas meskipun ada petugas parkir
"Untuk tempat yang ada di Petogogan dekat Santa lokasi ya strategis di pinggir jalan namun parkiran terbatas karena gabung dengan family mart.
Menunya lengkap and enak2, mulai dari daging sapi, ayam, udang dsb.€¦",1,1,0,0,0,1,0,0,untuk tempat yang ada di petogogan dekat santa lokasi ya strategis di pinggir jalan namun parkiran terbatas karena gabung dengan family mart menunya lengkap and enak mulai dari daging sapi ayam udang dan sebagainya
"LIFT nya Bau!!! Baiknya semprot disinfektan dan pewangi deh.. saya sdh beberapa kali ke sini, posisinya di lantai 3, naik pakai lift.. service dan makanannya oke standar aja.. hanya saja liftnya kotor dan bau",0,1,0,1,-1,1,0,0,lift bau baiknya semprot disinfektan dan pewangi deh saya sudah beberapa kali ke sini posisinya di lantai 3 naik pakai lift pelayanan dan makanannya oke standar saja hanya saja liftnya kotor dan bau
"B aja makanannya, ditambah mbak kasirnya judes parah.",0,1,-1,1,0,0,0,0,biasa saja makanannya ditambah mbak kasirnya judes parah
Rasa sih yaa sama kaya yosinoya lain .. cuma kurangnya disitu gada colokan buat carge .. hahahaa,0,1,0,0,-1,1,0,0,rasa sih ya sama kayak yosinoya lain cuma kurangnya disitu tidak ada colokan buat carge hahahaa
Ada di lt 2.. Tempatnya sempit dan harus naik lift utk ke lt 2 nya...,0,0,0,0,-1,1,0,0,ada di lt tempatnya sempit dan harus naik lift untuk ke lt nya
"Kotor, ac gak dingin, rasa makanannya standard",0,1,0,0,-1,1,0,0,kotor ac tidak dingin rasa makanannya standard
Kalau bisa pelayanannya lebih ditingkatkan lagi.,0,0,0,1,0,0,0,0,kalau bisa pelayanannya lebih ditingkatkan lagi
"makanannya ga begitu enak, tapi harganya murah",-1,1,0,0,0,0,1,1,makanannya tidak begitu enak tapi harganya murah
"memesan semangkuk daging sapi lada hitam, butuh waktu 10 menit untuk menyiapkannya. Mangkuk yakiniku rekanku sudah habis saat pesananku datang. toko tidak memiliki AC yang memadai, bagian dalamnya nyaman",0,0,-1,1,-1,1,0,0,memesan semangkuk daging sapi lada hitam butuh waktu 1 menit untuk menyiapkannya mangkuk yakiniku rekanku sudah habis saat pesananku datang toko tidak memiliki ac yang memadai bagian dalamnya nyaman
Tempatnya tidak sebersih sebelum pandemi. Dan AC-nya tidak dinyalakan. Makanannya juga standar biasa aja :(,0,1,0,0,-1,1,0,0,tempatnya tidak sebersih sebelum pandemik dan ac tidak dinyalakan makanannya juga standar biasa saja
"rasa stabilitas
Jika Anda memesan kombo, Anda harus menunggu sekitar 20 menit.",0,1,0,1,0,0,0,0,rasa stabilitas jika anda memesan kombo anda harus menunggu sekitar menit
"Paket murah berdua 99rb
Tempat cukup untuk sekedar makan dan nongkrong",0,0,0,0,0,1,1,1,paket murah berdua 99rb tempat cukup untuk sekadar makan dan nongkrong
"Tempatnya tidak terlalu besar namun tetap nyaman, ac tidak terlalu dingin.",0,0,0,0,0,1,0,0,tempatnya tidak terlalu besar namun tetap nyaman ac tidak terlalu dingin
"Akses menggunakan lift di samping family mart. Untuk pelayanan cukup baik tetapi menu kadang habis dan menunggu matang, kalau kondisi lapar menu utama pasti habis duluan sebelum side menu nya datang. Untuk keseluruhan nice lah",0,0,0,1,0,0,0,0,akses menggunakan lift di samping family mart untuk pelayanan cukup baik tetapi menu kadang habis dan menunggu matang kalau kondisi lapar menu utama pasti habis duluan sebelum side menu datang untuk keseluruhan baik lah
"Lokasi strategis dkt kntor, buat makan malm sama rekan, tempat nya lumayan luas ada area smoking, ad lift nya, tangga darurat juga ad cocok buat yg pakai kursi roda",0,0,0,0,1,1,0,0,lokasi strategis dkt kntor buat makan malm sama rekan tempat lumayan luas ada area smoking ada lift tangga darurat juga ada cocok buat yang pakai kursi roda
Tempatnya agak susah parkirnya kalo bawa kendaraan roda empat,0,0,0,0,-1,1,0,0,tempatnya agak susah parkirnya kalau bawa kendaraan roda empat
sedang renovasi restoran pindah keatas namun tetap bersih,0,0,0,0,1,1,0,0,sedang renovasi restoran pindah keatas namun tetap bersih
"Bersih, Cukup nyaman... Harga standar",0,0,0,0,1,1,0,1,bersih cukup nyaman harga standar
Seperti halnya dengan yoshinoya pada umumnya gitu deh,0,1,0,0,0,0,0,0,seperti halnya dengan yoshinoya pada umumnya begitu deh
"Panasss tempatnya walaupun di dalem, pelayanannya lama padahal cust cm 3 orang. Kasirnya lambat bngt bngt bngt mana salah order. Hih",0,0,-1,1,-1,1,0,0,panass tempatnya walaupun di dalam pelayanannya lama padahal cust cuma 3 orang kasirnya lambat banget mana salah pesan hih
"ayam nya mentah, nunggu nya lama, es nya belum kebentuk",-1,1,-1,1,0,0,0,0,ayam mentah tunggu lama es belum kebentuk
"Terlalu mahal, rasa tidak terlalu bersaing",0,1,0,0,0,0,-1,1,terlalu mahal rasa tidak terlalu bersaing
Tempat parkir yang tidak aman (buruk),0,0,0,0,-1,1,0,0,tempat parkir yang tidak aman buruk
Rasanya kurang sedap untuk harganya standar,-1,1,0,0,0,0,0,1,rasanya kurang sedap untuk harganya standar
"Padahal sepi, tapi playground ditutup terus",0,0,0,0,-1,1,0,0,padahal sepi tapi playground ditutup terus
Saya memesan drive-thru sundase tp sampai rumah tdk ada. Saya memesan kentang ukuran besar sampai rumah ternyata ukuran kecil... Kecewa mana menunggu terlalu lama diluar dan banyak nyamuk dan harganya ga murah!,0,0,-1,1,0,0,-1,1,saya memesan drive thru sundase tapi sampai rumah tidak ada saya memesan kentang ukuran besar sampai rumah ternyata ukuran kecil kecewa mana menunggu terlalu lama diluar dan banyak nyamuk dan harganya tidak murah
"Nasinya kurang air -_- jadi mentis ga kemakan, saus mushrom juga ke asinan",-1,1,0,0,0,0,0,0,nasinya kurang air jadi mentis tidak kemakan saus mushrom juga ke asinan
Sekarang ayam gorengnya kurang enak kaya gak fresh gitu,-1,1,0,0,0,0,0,0,sekarang ayam gorengnya kurang enak kayak tidak segar begitu
"Harganya kurang ramah kantong dibanding fast food lain, parkir luas, ada playground",0,0,0,0,1,1,-1,1,harganya kurang ramah kantong dibanding fast food lain parkir luas ada playground
Tempatnya lumayan nyaman ada kursi untuk bayi juga,0,0,0,0,0,0,0,0,tempatnya lumayan nyaman ada kursi untuk bayi juga
"Goreng ayam atau kentangnya suka gosong, harganya standar",-1,1,0,0,0,0,0,1,goreng ayam atau kentangnya suka gosong harganya standar
"Parah masaknya lama pegawai lambat, rasanya juga gak terlalu nikmat",0,1,-1,1,0,0,0,0,parah masaknya lama pegawai lambat rasanya juga tidak terlalu nikmat
Rasa kurang enak tapi wajarlah karena harganya juga murah cuma 20 rb an cocok untuk mahasiswa yang ngirit,0,1,0,0,0,0,1,1,rasa kurang enak tapi wajarlah karena harganya juga murah cuma ribu an cocok untuk mahasiswa yang hemat
untuk junk food harganya cukup mahal,0,0,0,0,0,0,-1,1,untuk junk food harganya cukup mahal
"Makanannya mengalami peningkatan, rasa lumayan, harga menengah ke atas, murah kalau punya diskon bank, tempat lumayan",0,1,0,0,0,1,1,1,makanannya mengalami peningkatan rasa lumayan harga menengah ke atas murah kalau punya diskon bank tempat lumayan
"Diskon mega 50% jadi murah banget harganya, tp pelayanannya kurang ok",0,0,-1,1,0,0,1,1,diskon mega 5 jadi murah banget harganya tapi pelayanannya kurang oke
Dibanding dengan produk sejenis lainnya di sini lebih mahal.,0,0,0,0,0,0,-1,1,dibanding dengan produk sejenis lainnya di sini lebih mahal
Harga sudah mahal tp sambel tidak di kasih satupun. Yang bener aja sekelas mcd pelayanannya begini.,0,0,-1,1,0,0,-1,1,harga sudah mahal tapi sambel tidak di kasih satupun yang benar saja sekelas mcd pelayanannya begini
Dari hujan belum turun Sampai hujan turun pun masih disuruh ngantri diluar. Bukan main. Rasanya juga biasa aja dibanding pesaingnya,0,1,-1,1,0,0,0,0,dari hujan belum turun sampai hujan turun pun masih disuruh mengantre diluar bukan main rasanya juga biasa saja dibanding pesaingnya
"Pelayanannya kurang memuaskan, pesanan yg kami pesan setelah di buka sampai rumah ada yang kurang. Harganya standar",0,0,-1,1,0,0,0,1,pelayanannya kurang memuaskan pesanan yang kami pesan setelah di buka sampai rumah ada yang kurang harganya standar
Kerjanya lambat dan kurang profesional... Menu sering kosong dan pegawai nya kurang sopan. Tempatnya juga kotor tidak dibersihkan dengan baik,0,0,-1,1,-1,1,0,0,kerjanya lambat dan kurang profesional menu sering kosong dan pegawai kurang sopan tempatnya juga kotor tidak dibersihkan dengan baik
MC flurry mereka memiliki tekstur dan rasa yang berbeda. Mungkin karena mereka punya masalah dengan mesin,0,1,0,0,0,0,0,0,mc flurry mereka memiliki tekstur dan rasa yang berbeda mungkin karena mereka punya masalah dengan mesin
